stream_id,streamer_id,started_at,ended_at,stream_duration_hrs,category,peak_viewers,title_has_hype_word,was_raid
SM00252,STR0016,2024-03-28 14:00:00,2024-03-28 18:00:00,4.0,Just Chatting,17312.0,False,False
SM00253,STR0016,2024-03-29 10:00:00,2024-03-29 15:00:00,5.0,Just Chatting,30712.0,True,False
SM00254,STR0016,2024-03-16 10:00:00,2024-03-16 16:00:00,6.0,Just Chatting,24650.0,True,False
SM00255,STR0016,2024-01-05 21:00:00,2024-01-06 02:00:00,5.0,Just Chatting,,True,False
SM00256,STR0016,2024-01-05 19:00:00,2024-01-06 00:00:00,5.0,Just Chatting,-38.0,True,False
SM00257,STR0016,2024-03-24 15:00:00,2024-03-24 19:00:00,4.0,Just Chatting,8509.0,False,False
SM00258,STR0017,2024-03-30 12:00:00,2024-03-30 14:00:00,2.0,Just Chatting,5826.0,False,False
SM00259,STR0017,2024-03-12 09:00:00,2024-03-12 11:30:00,2.5,Just Chatting,7424.0,True,True
SM00260,STR0017,2024-02-05 10:00:00,2024-02-05 13:00:00,3.0,Just Chatting,8286.0,True,False
SM00261,STR0017,2024-03-05 14:00:00,2024-03-05 18:00:00,4.0,Just Chatting,7125.0,False,False
SM00262,STR0017,2024-02-12 17:00:00,2024-02-12 20:00:00,3.0,Just Chatting,3247.0,False,False
SM00263,STR0017,2024-01-09 18:00:00,2024-01-09 23:00:00,5.0,Just Chatting,1989.0,False,False
SM00264,STR0017,2024-02-10 12:00:00,2024-02-10 17:00:00,5.0,Just Chatting,10724.0,False,False
SM00265,STR0017,2024-02-10 15:00:00,2024-02-10 19:00:00,4.0,Just Chatting,-39.0,True,False
SM00266,STR0017,2024-03-26 18:00:00,2024-03-26 23:00:00,5.0,Just Chatting,5320.0,True,False
SM00267,STR0018,2024-02-20 10:00:00,2024-02-20 14:00:00,4.0,,189730.0,False,False
SM00268,STR0018,2024-01-30 14:00:00,2024-01-30 18:00:00,4.0,FPS,90847.0,False,False
SM00269,STR0018,2024-02-06 14:00:00,2024-02-06 16:00:00,2.0,FPS,46960.0,True,False
SM00270,STR0018,2024-01-30 18:00:00,2024-01-30 22:00:00,4.0,FPS,146975.0,False,True
SM00271,STR0018,2024-01-02 21:00:00,2024-01-02 23:30:00,2.5,FPS,167154.0,False,False
SM00272,STR0018,2024-03-25 20:00:00,2024-03-25 22:30:00,2.5,FPS,147840.0,True,True
SM00273,STR0018,2024-01-12 21:00:00,2024-01-12 23:00:00,2.0,FPS,,False,False
SM00274,STR0018,2024-01-26 18:00:00,2024-01-27 00:00:00,6.0,FPS,66361.0,False,False
SM00275,STR0018,2024-02-18 16:00:00,2024-02-18 23:00:00,7.0,FPS,137721.0,False,True
SM00276,STR0018,2024-03-08 11:00:00,2024-03-08 15:00:00,4.0,FPS,87018.0,False,False
SM00277,STR0018,2024-03-28 15:00:00,2024-03-28 19:00:00,4.0,FPS,34967.0,True,False
SM00278,STR0018,2024-02-18 14:00:00,2024-02-18 20:00:00,6.0,FPS,137750.0,False,False
SM00279,STR0018,2024-02-09 10:00:00,2024-02-09 16:00:00,6.0,,87319.0,True,False
SM00280,STR0018,2024-03-18 16:00:00,2024-03-18 19:00:00,3.0,FPS,,False,False
SM00281,STR0018,2024-01-31 20:00:00,2024-02-01 02:00:00,6.0,FPS,192670.0,False,False
SM00282,STR0018,2024-01-29 20:00:00,2024-01-30 03:00:00,7.0,FPS,161348.0,False,False
SM00283,STR0018,2024-03-09 11:00:00,2024-03-09 14:00:00,3.0,FPS,110824.0,False,False
SM00284,STR0018,2024-03-03 11:00:00,2024-03-03 15:00:00,4.0,FPS,81559.0,True,False
SM00285,STR0018,2024-01-24 14:00:00,2024-01-24 17:00:00,72.0,FPS,69221.0,False,False
SM00286,STR0018,2024-02-29 20:00:00,2024-03-01 02:00:00,6.0,FPS,60264.0,False,False
SM00287,STR0019,2024-01-04 13:00:00,2024-01-04 18:00:00,5.0,FPS,,False,False
SM00288,STR0019,2024-01-13 18:00:00,2024-01-13 20:00:00,2.0,FPS,106904.0,True,False
SM00289,STR0019,2024-02-10 22:00:00,2024-02-11 00:30:00,2.5,FPS,62352.0,False,False
SM00290,STR0019,2024-02-08 14:00:00,2024-02-08 21:00:00,7.0,FPS,218380.0,False,False
SM00291,STR0019,2024-02-26 09:00:00,2024-02-26 11:00:00,2.0,FPS,182512.0,True,False
SM00292,STR0019,2024-01-25 15:00:00,2024-01-25 19:00:00,4.0,FPS,54405.0,False,True
SM00293,STR0019,2024-03-04 20:00:00,2024-03-04 22:30:00,2.5,FPS,113213.0,False,False
SM00294,STR0019,2024-02-19 11:00:00,2024-02-19 15:00:00,4.0,FPS,156461.0,False,False
SM00295,STR0019,2024-01-01 22:00:00,2024-01-02 06:00:00,8.0,FPS,130755.0,False,True
SM00296,STR0019,2024-01-09 18:00:00,2024-01-10 01:00:00,7.0,FPS,93368.0,False,False
SM00297,STR0019,2024-01-27 14:00:00,2024-01-27 17:00:00,3.0,FPS,-32.0,True,False
SM00298,STR0019,2024-03-01 19:00:00,2024-03-02 00:00:00,5.0,FPS,190321.0,False,False
SM00299,STR0020,2024-03-14 22:00:00,2024-03-15 01:00:00,3.0,FPS,106963.0,False,False
SM00300,STR0020,2024-03-05 20:00:00,2024-03-05 23:00:00,3.0,FPS,123634.0,True,False
SM00301,STR0020,2024-01-13 16:00:00,2024-01-13 18:00:00,2.0,FPS,38147.0,True,False
SM00302,STR0020,2024-01-28 16:00:00,2024-01-28 18:00:00,2.0,FPS,26504.0,False,False
SM00303,STR0020,2024-01-01 09:00:00,2024-01-01 14:00:00,5.0,FPS,24427.0,False,False
SM00304,STR0020,2024-01-31 17:00:00,2024-01-31 22:00:00,5.0,,39820.0,False,False
SM00305,STR0020,2024-01-14 08:00:00,2024-01-14 13:00:00,5.0,FPS,82701.0,True,False
SM00306,STR0020,2024-02-10 20:00:00,2024-02-10 22:00:00,2.0,FPS,66002.0,False,False
SM00307,STR0020,2024-03-07 16:00:00,2024-03-07 21:00:00,5.0,FPS,78683.0,False,False
SM00308,STR0020,2024-02-18 19:00:00,2024-02-18 22:00:00,3.0,FPS,62929.0,False,False
SM00309,STR0020,2024-01-20 17:00:00,2024-01-20 22:00:00,5.0,FPS,34146.0,False,False
SM00310,STR0020,2024-03-09 09:00:00,2024-03-09 11:30:00,2.5,FPS,40670.0,False,False
SM00311,STR0020,2024-03-15 08:00:00,2024-03-15 16:00:00,8.0,FPS,36261.0,True,True
SM00312,STR0020,2024-03-29 17:00:00,2024-03-29 20:00:00,3.0,FPS,65821.0,True,True
SM00313,STR0020,2024-03-19 22:00:00,2024-03-20 04:00:00,6.0,FPS,42629.0,False,False
SM00314,STR0020,2024-02-25 11:00:00,2024-02-25 15:00:00,4.0,FPS,53818.0,True,False
SM00315,STR0020,2024-03-07 08:00:00,2024-03-07 12:00:00,4.0,FPS,116180.0,False,False
SM00316,STR0020,2024-02-03 18:00:00,2024-02-03 19:30:00,1.5,FPS,-20.0,False,False
SM00317,STR0020,2024-02-24 13:00:00,2024-02-24 15:30:00,2.5,FPS,68796.0,True,True
SM00318,STR0020,2024-01-24 19:00:00,2024-01-25 00:00:00,5.0,FPS,85277.0,True,False
SM00319,STR0020,2024-02-04 19:00:00,2024-02-04 23:00:00,4.0,FPS,56785.0,True,True
SM00320,STR0021,2024-02-20 17:00:00,2024-02-20 19:00:00,2.0,FPS,21730.0,False,False
SM00321,STR0021,2024-01-01 11:00:00,2024-01-01 17:00:00,6.0,FPS,100705.0,False,False
SM00322,STR0021,2024-01-16 20:00:00,2024-01-16 23:00:00,3.0,FPS,79873.0,False,True
SM00323,STR0021,2024-03-16 22:00:00,2024-03-17 00:00:00,2.0,FPS,47937.0,False,False
SM00324,STR0021,2024-02-22 14:00:00,2024-02-22 18:00:00,4.0,FPS,,False,False
SM00325,STR0021,2024-03-21 09:00:00,2024-03-21 11:30:00,2.5,FPS,73342.0,False,False
SM00326,STR0021,2024-01-16 09:00:00,2024-01-16 15:00:00,6.0,FPS,60816.0,True,True
SM00327,STR0021,2024-01-31 13:00:00,2024-01-31 15:00:00,2.0,FPS,65342.0,False,False
SM00328,STR0021,2024-01-24 21:00:00,2024-01-24 23:30:00,2.5,FPS,,False,False
SM00329,STR0021,2024-01-03 21:00:00,2024-01-03 23:00:00,2.0,FPS,34746.0,True,False
SM00330,STR0021,2024-01-11 14:00:00,2024-01-11 16:00:00,2.0,FPS,125931.0,True,True
SM00331,STR0021,2024-03-27 19:00:00,2024-03-28 00:00:00,5.0,FPS,85989.0,False,False
SM00332,STR0021,2024-03-30 14:00:00,2024-03-30 17:00:00,3.0,FPS,61249.0,False,True
SM00333,STR0021,2024-02-12 22:00:00,2024-02-13 02:00:00,72.0,FPS,120277.0,False,False
SM00334,STR0021,2024-01-16 20:00:00,2024-01-16 23:00:00,3.0,FPS,,False,False
SM00335,STR0021,2024-01-27 22:00:00,2024-01-28 01:00:00,3.0,FPS,70257.0,False,False
SM00336,STR0022,2024-02-12 09:00:00,2024-02-12 12:00:00,3.0,FPS,11940.0,False,False
SM00337,STR0022,2024-01-10 19:00:00,2024-01-10 23:00:00,4.0,FPS,17285.0,False,False
SM00338,STR0022,2024-03-01 14:00:00,2024-03-01 17:00:00,3.0,FPS,26150.0,False,False
SM00339,STR0022,2024-03-24 20:00:00,2024-03-24 23:00:00,3.0,FPS,16335.0,False,False
SM00340,STR0022,2024-01-25 14:00:00,2024-01-25 18:00:00,4.0,FPS,20616.0,True,False
SM00341,STR0022,2024-02-29 13:00:00,2024-02-29 16:00:00,3.0,FPS,16867.0,False,False
SM00342,STR0022,2024-01-07 13:00:00,2024-01-07 15:00:00,2.0,FPS,11063.0,True,True
SM00343,STR0022,2024-03-06 22:00:00,2024-03-07 00:30:00,2.5,FPS,23874.0,True,False
SM00344,STR0022,2024-03-09 19:00:00,2024-03-09 21:30:00,2.5,FPS,32405.0,False,False
SM00345,STR0022,2024-03-24 10:00:00,2024-03-24 14:00:00,4.0,FPS,,True,False
SM00346,STR0022,2024-02-29 22:00:00,2024-03-01 01:00:00,3.0,FPS,35541.0,False,False
SM00347,STR0022,2024-02-22 22:00:00,2024-02-22 23:30:00,1.5,FPS,27677.0,False,False
SM00348,STR0022,2024-03-23 16:00:00,2024-03-23 17:30:00,1.5,FPS,29713.0,False,False
SM00349,STR0022,2024-03-17 11:00:00,2024-03-17 14:00:00,3.0,FPS,,False,False
SM00350,STR0022,2024-02-21 19:00:00,2024-02-21 22:00:00,3.0,FPS,34084.0,False,False
SM00351,STR0022,2024-02-03 20:00:00,2024-02-03 22:30:00,2.5,FPS,10887.0,False,False
SM00352,STR0022,2024-02-09 19:00:00,2024-02-09 22:00:00,3.0,FPS,-9.0,False,True
SM00353,STR0023,2024-01-07 22:00:00,2024-01-08 04:00:00,6.0,FPS,2104.0,True,False
SM00354,STR0023,2024-02-23 22:00:00,2024-02-24 01:00:00,3.0,FPS,1604.0,False,False
SM00355,STR0023,2024-02-05 20:00:00,2024-02-05 23:00:00,3.0,FPS,4282.0,True,True
SM00356,STR0023,2024-03-29 18:00:00,2024-03-29 21:00:00,3.0,FPS,3158.0,False,False
SM00357,STR0023,2024-01-12 14:00:00,2024-01-12 16:00:00,2.0,FPS,5613.0,False,False
SM00358,STR0023,2024-03-16 09:00:00,2024-03-16 12:00:00,48.0,FPS,6073.0,False,True
SM00359,STR0023,2024-01-06 08:00:00,2024-01-06 12:00:00,4.0,FPS,3700.0,True,False
SM00360,STR0023,2024-03-03 16:00:00,2024-03-03 20:00:00,4.0,FPS,-36.0,False,False
SM00361,STR0023,2024-03-12 17:00:00,2024-03-12 18:30:00,1.5,FPS,3688.0,True,False
SM00362,STR0023,2024-02-17 21:00:00,2024-02-17 23:00:00,2.0,FPS,2109.0,False,False
SM00363,STR0023,2024-02-14 13:00:00,2024-02-14 15:00:00,2.0,FPS,6495.0,False,False
SM00364,STR0023,2024-02-06 11:00:00,2024-02-06 18:00:00,7.0,FPS,1486.0,False,False
SM00365,STR0024,2024-02-28 22:00:00,2024-02-29 02:00:00,72.0,FPS,37056.0,True,False
SM00366,STR0024,2024-01-13 14:00:00,2024-01-13 15:30:00,1.5,FPS,43517.0,False,False
SM00367,STR0024,2024-03-30 15:00:00,2024-03-30 16:30:00,1.5,FPS,53994.0,False,False
SM00368,STR0024,2024-02-19 12:00:00,2024-02-19 18:00:00,6.0,FPS,13561.0,False,False
SM00369,STR0024,2024-03-25 19:00:00,2024-03-25 21:00:00,2.0,FPS,14461.0,False,True
SM00370,STR0024,2024-01-01 20:00:00,2024-01-01 22:30:00,2.5,FPS,43535.0,False,False
SM00371,STR0024,2024-03-23 21:00:00,2024-03-24 00:00:00,3.0,FPS,38034.0,False,False
SM00372,STR0024,2024-03-30 08:00:00,2024-03-30 15:00:00,7.0,,29812.0,False,False
SM00373,STR0024,2024-01-18 15:00:00,2024-01-18 22:00:00,48.0,FPS,16570.0,True,False
SM00374,STR0024,2024-03-01 21:00:00,2024-03-02 02:00:00,5.0,FPS,,False,False
SM00375,STR0024,2024-03-28 17:00:00,2024-03-29 00:00:00,7.0,FPS,18568.0,False,False
SM00376,STR0024,2024-03-24 19:00:00,2024-03-24 23:00:00,4.0,FPS,-32.0,False,False
SM00377,STR0024,2024-03-21 11:00:00,2024-03-21 16:00:00,5.0,,40355.0,False,False
SM00378,STR0024,2024-02-11 14:00:00,2024-02-11 17:00:00,3.0,FPS,32929.0,False,False
SM00379,STR0024,2024-02-05 09:00:00,2024-02-05 11:00:00,2.0,FPS,58528.0,False,False
SM00380,STR0024,2024-03-06 14:00:00,2024-03-06 21:00:00,7.0,FPS,48267.0,True,False
SM00381,STR0024,2024-01-04 12:00:00,2024-01-04 14:30:00,2.5,FPS,70515.0,False,False
SM00382,STR0025,2024-01-20 13:00:00,2024-01-20 20:00:00,7.0,FPS,708.0,False,False
SM00383,STR0025,2024-01-04 11:00:00,2024-01-04 12:30:00,1.5,FPS,283.0,False,False
SM00384,STR0025,2024-01-06 10:00:00,2024-01-06 14:00:00,4.0,FPS,668.0,False,False
SM00385,STR0025,2024-01-24 16:00:00,2024-01-24 20:00:00,4.0,FPS,232.0,True,False
SM00386,STR0025,2024-03-13 20:00:00,2024-03-14 02:00:00,6.0,FPS,691.0,False,False
SM00387,STR0025,2024-01-12 13:00:00,2024-01-12 15:00:00,2.0,FPS,247.0,True,False
SM00388,STR0025,2024-02-09 17:00:00,2024-02-09 20:00:00,3.0,FPS,581.0,False,True
SM00389,STR0025,2024-01-12 16:00:00,2024-01-12 18:30:00,2.5,FPS,305.0,False,False
SM00390,STR0025,2024-02-28 10:00:00,2024-02-28 13:00:00,3.0,FPS,248.0,False,True
SM00391,STR0025,2024-03-10 18:00:00,2024-03-10 20:30:00,2.5,FPS,,False,False
SM00392,STR0025,2024-01-17 20:00:00,2024-01-17 23:00:00,3.0,FPS,427.0,False,False
SM00393,STR0025,2024-01-03 15:00:00,2024-01-03 18:00:00,3.0,FPS,719.0,True,False
SM00394,STR0025,2024-02-13 15:00:00,2024-02-13 18:00:00,3.0,FPS,169.0,False,False
SM00395,STR0025,2024-03-07 16:00:00,2024-03-07 18:30:00,2.5,FPS,500.0,False,False
SM00396,STR0025,2024-01-05 16:00:00,2024-01-05 19:00:00,3.0,FPS,659.0,False,False
SM00397,STR0025,2024-01-26 15:00:00,2024-01-26 17:00:00,2.0,FPS,613.0,False,False
SM00398,STR0025,2024-02-28 19:00:00,2024-02-28 22:00:00,3.0,FPS,500.0,True,False
SM00399,STR0025,2024-01-18 20:00:00,2024-01-19 00:00:00,4.0,FPS,321.0,False,False
SM00400,STR0025,2024-02-29 19:00:00,2024-03-01 02:00:00,7.0,FPS,336.0,False,False
SM00401,STR0025,2024-02-23 14:00:00,2024-02-23 19:00:00,5.0,FPS,419.0,True,False
SM00402,STR0026,2024-02-14 14:00:00,2024-02-14 16:30:00,2.5,FPS,50139.0,False,False
SM00403,STR0026,2024-01-12 13:00:00,2024-01-12 17:00:00,4.0,FPS,50251.0,False,True
SM00404,STR0026,2024-01-21 21:00:00,2024-01-21 23:30:00,2.5,FPS,15623.0,False,False
SM00405,STR0026,2024-03-27 20:00:00,2024-03-27 22:30:00,2.5,FPS,25448.0,False,False
SM00406,STR0026,2024-01-30 15:00:00,2024-01-30 21:00:00,6.0,FPS,50973.0,False,False
SM00407,STR0026,2024-03-04 20:00:00,2024-03-04 23:00:00,3.0,FPS,35625.0,True,False
SM00408,STR0026,2024-03-13 10:00:00,2024-03-13 12:30:00,2.5,FPS,26373.0,False,False
SM00409,STR0026,2024-01-12 18:00:00,2024-01-12 23:00:00,5.0,,,False,True
SM00410,STR0026,2024-02-08 15:00:00,2024-02-08 20:00:00,5.0,FPS,50290.0,False,False
SM00411,STR0026,2024-03-14 11:00:00,2024-03-14 16:00:00,5.0,FPS,22696.0,False,False
SM00412,STR0026,2024-01-31 13:00:00,2024-01-31 15:30:00,2.5,FPS,35031.0,False,False
SM00413,STR0026,2024-02-05 18:00:00,2024-02-05 23:00:00,5.0,FPS,26673.0,False,False
SM00414,STR0026,2024-01-17 12:00:00,2024-01-17 14:00:00,2.0,FPS,33471.0,True,False
SM00415,STR0026,2024-01-28 20:00:00,2024-01-28 22:30:00,2.5,FPS,51115.0,False,False
SM00416,STR0026,2024-01-06 21:00:00,2024-01-07 00:00:00,3.0,FPS,,False,False
SM00417,STR0026,2024-03-19 17:00:00,2024-03-19 21:00:00,4.0,FPS,58004.0,False,False
SM00418,STR0026,2024-03-15 21:00:00,2024-03-16 02:00:00,72.0,FPS,34674.0,False,False
SM00419,STR0026,2024-01-08 18:00:00,2024-01-08 21:00:00,3.0,FPS,36490.0,False,False
SM00420,STR0026,2024-02-14 14:00:00,2024-02-14 18:00:00,4.0,FPS,39637.0,False,False
SM00421,STR0027,2024-03-30 09:00:00,2024-03-30 11:30:00,2.5,FPS,34610.0,False,False
SM00422,STR0027,2024-03-17 19:00:00,2024-03-18 01:00:00,6.0,FPS,38069.0,False,False
SM00423,STR0027,2024-01-15 12:00:00,2024-01-15 15:00:00,3.0,FPS,15870.0,False,False
SM00424,STR0027,2024-02-24 17:00:00,2024-02-24 20:00:00,3.0,FPS,26184.0,False,False
SM00425,STR0027,2024-02-25 12:00:00,2024-02-25 14:30:00,2.5,FPS,13268.0,False,False
SM00426,STR0027,2024-01-06 17:00:00,2024-01-06 20:00:00,3.0,FPS,36078.0,False,True
SM00427,STR0027,2024-01-01 18:00:00,2024-01-01 20:30:00,2.5,FPS,12564.0,True,False
SM00428,STR0027,2024-03-14 22:00:00,2024-03-15 04:00:00,6.0,FPS,11299.0,False,False
SM00429,STR0027,2024-01-27 18:00:00,2024-01-27 23:00:00,5.0,FPS,14698.0,False,False
SM00430,STR0027,2024-01-25 13:00:00,2024-01-25 15:30:00,2.5,FPS,21649.0,True,False
SM00431,STR0027,2024-03-29 14:00:00,2024-03-29 16:30:00,2.5,FPS,,False,False
SM00432,STR0027,2024-03-10 16:00:00,2024-03-10 21:00:00,5.0,FPS,,False,False
SM00433,STR0027,2024-03-01 08:00:00,2024-03-01 12:00:00,4.0,FPS,41788.0,True,False
SM00434,STR0027,2024-01-04 11:00:00,2024-01-04 15:00:00,4.0,FPS,35214.0,True,False
SM00435,STR0027,2024-03-10 09:00:00,2024-03-10 12:00:00,3.0,FPS,32970.0,True,False
SM00436,STR0027,2024-02-03 11:00:00,2024-02-03 13:30:00,2.5,,20938.0,False,False
SM00437,STR0027,2024-02-09 15:00:00,2024-02-09 21:00:00,6.0,FPS,29228.0,True,True
SM00438,STR0027,2024-03-03 10:00:00,2024-03-03 13:00:00,3.0,FPS,20699.0,False,False
SM00439,STR0027,2024-01-22 21:00:00,2024-01-22 23:30:00,2.5,FPS,32354.0,True,False
SM00440,STR0027,2024-03-08 22:00:00,2024-03-09 01:00:00,3.0,FPS,13460.0,True,False
SM00441,STR0028,2024-01-17 14:00:00,2024-01-17 16:30:00,2.5,FPS,47945.0,True,False
SM00442,STR0028,2024-01-20 21:00:00,2024-01-21 02:00:00,5.0,FPS,21815.0,True,False
SM00443,STR0028,2024-01-25 09:00:00,2024-01-25 11:00:00,2.0,FPS,55229.0,False,False
SM00444,STR0028,2024-02-16 14:00:00,2024-02-16 16:30:00,2.5,FPS,50440.0,True,False
SM00445,STR0028,2024-02-05 11:00:00,2024-02-05 13:30:00,2.5,FPS,40215.0,False,False
SM00446,STR0028,2024-02-09 19:00:00,2024-02-09 21:30:00,2.5,FPS,53927.0,False,False
SM00447,STR0028,2024-03-17 11:00:00,2024-03-17 13:30:00,2.5,FPS,11191.0,True,False
SM00448,STR0028,2024-03-18 21:00:00,2024-03-19 00:00:00,3.0,FPS,39212.0,True,False
SM00449,STR0028,2024-03-09 17:00:00,2024-03-09 22:00:00,5.0,FPS,54968.0,False,False
SM00450,STR0028,2024-01-10 18:00:00,2024-01-10 21:00:00,3.0,FPS,51920.0,False,False
SM00451,STR0028,2024-02-17 22:00:00,2024-02-18 03:00:00,5.0,FPS,45643.0,False,False
SM00452,STR0028,2024-02-25 12:00:00,2024-02-25 14:00:00,2.0,FPS,20450.0,False,False
SM00453,STR0028,2024-02-15 18:00:00,2024-02-15 22:00:00,4.0,FPS,28178.0,True,False
SM00454,STR0029,2024-03-11 22:00:00,2024-03-12 00:30:00,2.5,FPS,40354.0,False,False
SM00455,STR0029,2024-01-27 18:00:00,2024-01-27 22:00:00,4.0,FPS,16133.0,True,False
SM00456,STR0029,2024-03-12 14:00:00,2024-03-12 19:00:00,5.0,FPS,48369.0,False,False
SM00457,STR0029,2024-01-15 22:00:00,2024-01-16 01:00:00,3.0,FPS,36009.0,True,False
SM00458,STR0029,2024-02-12 09:00:00,2024-02-12 11:00:00,2.0,FPS,26026.0,False,False
SM00459,STR0029,2024-02-25 21:00:00,2024-02-25 23:30:00,48.0,FPS,42620.0,False,False
SM00460,STR0029,2024-02-04 17:00:00,2024-02-04 23:00:00,6.0,FPS,21118.0,False,False
SM00461,STR0029,2024-01-23 19:00:00,2024-01-23 22:00:00,3.0,FPS,34601.0,False,False
SM00462,STR0029,2024-02-29 22:00:00,2024-02-29 23:30:00,1.5,FPS,17530.0,False,False
SM00463,STR0029,2024-03-23 18:00:00,2024-03-23 22:00:00,4.0,FPS,29705.0,False,False
SM00464,STR0029,2024-01-05 14:00:00,2024-01-05 20:00:00,6.0,FPS,9165.0,False,False
SM00465,STR0029,2024-03-16 13:00:00,2024-03-16 20:00:00,7.0,FPS,10048.0,False,True
SM00466,STR0029,2024-03-08 16:00:00,2024-03-08 22:00:00,6.0,FPS,40776.0,True,False
SM00467,STR0029,2024-03-07 21:00:00,2024-03-07 23:30:00,2.5,FPS,31283.0,True,True
SM00468,STR0029,2024-03-11 19:00:00,2024-03-11 21:30:00,2.5,FPS,9001.0,False,False
SM00469,STR0029,2024-01-31 22:00:00,2024-02-01 03:00:00,5.0,FPS,35891.0,False,False
SM00470,STR0029,2024-03-07 21:00:00,2024-03-08 00:00:00,3.0,FPS,,False,False
SM00471,STR0029,2024-01-06 17:00:00,2024-01-06 19:30:00,2.5,FPS,,False,False
SM00472,STR0029,2024-03-14 08:00:00,2024-03-14 12:00:00,4.0,FPS,14033.0,False,False
SM00473,STR0029,2024-01-24 22:00:00,2024-01-25 04:00:00,6.0,FPS,48547.0,False,True
SM00474,STR0030,2024-03-15 10:00:00,2024-03-15 12:30:00,2.5,MOBA,23556.0,False,True
SM00475,STR0030,2024-01-11 13:00:00,2024-01-11 21:00:00,8.0,MOBA,22146.0,False,False
SM00476,STR0030,2024-01-03 09:00:00,2024-01-03 14:00:00,5.0,MOBA,,False,False
SM00477,STR0030,2024-03-10 08:00:00,2024-03-10 14:00:00,6.0,MOBA,72040.0,False,False
SM00478,STR0030,2024-02-09 15:00:00,2024-02-09 20:00:00,5.0,MOBA,55149.0,False,False
SM00479,STR0030,2024-02-01 10:00:00,2024-02-01 12:30:00,2.5,MOBA,86016.0,True,False
SM00480,STR0030,2024-03-11 11:00:00,2024-03-11 13:30:00,2.5,MOBA,37377.0,False,False
SM00481,STR0030,2024-03-16 18:00:00,2024-03-16 22:00:00,4.0,MOBA,91306.0,False,False
SM00482,STR0030,2024-03-20 09:00:00,2024-03-20 14:00:00,5.0,MOBA,42797.0,False,False
SM00483,STR0030,2024-01-20 14:00:00,2024-01-20 20:00:00,6.0,MOBA,41679.0,True,False
SM00484,STR0030,2024-03-29 16:00:00,2024-03-29 18:30:00,2.5,MOBA,64598.0,True,False
SM00485,STR0030,2024-02-25 14:00:00,2024-02-25 18:00:00,4.0,MOBA,27541.0,False,False
SM00486,STR0030,2024-01-30 18:00:00,2024-01-30 22:00:00,4.0,MOBA,75940.0,True,True
SM00487,STR0030,2024-01-07 19:00:00,2024-01-07 22:00:00,3.0,MOBA,23265.0,False,False
SM00488,STR0030,2024-03-30 11:00:00,2024-03-30 14:00:00,3.0,MOBA,81272.0,False,False
SM00489,STR0031,2024-03-17 20:00:00,2024-03-18 00:00:00,4.0,MOBA,27076.0,True,False
SM00490,STR0031,2024-02-12 16:00:00,2024-02-12 20:00:00,4.0,MOBA,31918.0,False,False
SM00491,STR0031,2024-03-24 15:00:00,2024-03-24 19:00:00,4.0,MOBA,22497.0,True,False
SM00492,STR0031,2024-03-07 09:00:00,2024-03-07 13:00:00,4.0,MOBA,19017.0,True,False
SM00493,STR0031,2024-02-16 21:00:00,2024-02-17 00:00:00,3.0,MOBA,18634.0,False,False
SM00494,STR0031,2024-03-27 15:00:00,2024-03-27 17:30:00,2.5,MOBA,11368.0,False,False
SM00495,STR0031,2024-01-13 09:00:00,2024-01-13 10:30:00,1.5,MOBA,,False,False
SM00496,STR0031,2024-03-10 16:00:00,2024-03-10 17:30:00,1.5,MOBA,-2.0,False,True
SM00497,STR0031,2024-03-28 10:00:00,2024-03-28 17:00:00,7.0,MOBA,9936.0,False,False
SM00498,STR0031,2024-02-26 10:00:00,2024-02-26 14:00:00,4.0,MOBA,17014.0,False,True
SM00499,STR0031,2024-01-27 19:00:00,2024-01-27 21:30:00,2.5,MOBA,31277.0,False,False
SM00500,STR0031,2024-02-15 10:00:00,2024-02-15 15:00:00,5.0,MOBA,33966.0,False,False
SM00501,STR0031,2024-03-13 11:00:00,2024-03-13 13:30:00,2.5,MOBA,12337.0,True,False
SM00502,STR0031,2024-01-24 17:00:00,2024-01-25 01:00:00,8.0,MOBA,33719.0,False,False
SM00503,STR0032,2024-02-17 13:00:00,2024-02-17 19:00:00,6.0,MOBA,43377.0,False,False
SM00504,STR0032,2024-01-30 11:00:00,2024-01-30 15:00:00,4.0,MOBA,39463.0,True,True
SM00505,STR0032,2024-01-28 22:00:00,2024-01-29 06:00:00,8.0,MOBA,45415.0,False,False
SM00506,STR0032,2024-03-23 21:00:00,2024-03-24 02:00:00,5.0,MOBA,17423.0,False,False
SM00507,STR0032,2024-01-29 17:00:00,2024-01-29 21:00:00,4.0,MOBA,26665.0,False,True
SM00508,STR0032,2024-02-21 17:00:00,2024-02-21 20:00:00,3.0,MOBA,36192.0,False,False
SM00509,STR0032,2024-01-31 14:00:00,2024-01-31 16:00:00,2.0,MOBA,14278.0,True,False
SM00510,STR0032,2024-02-17 20:00:00,2024-02-17 23:00:00,3.0,MOBA,15809.0,True,False
SM00511,STR0032,2024-03-09 22:00:00,2024-03-09 23:30:00,1.5,MOBA,19269.0,True,False
SM00512,STR0032,2024-01-11 10:00:00,2024-01-11 14:00:00,4.0,MOBA,17653.0,False,False
SM00513,STR0032,2024-01-06 08:00:00,2024-01-06 12:00:00,4.0,MOBA,7749.0,True,False
SM00514,STR0032,2024-01-03 20:00:00,2024-01-03 22:30:00,2.5,MOBA,30616.0,True,False
