session_id,viewer_id,streamer_id,stream_id,started_at,ended_at,duration_mins,chat_messages_sent,bits_cheered,followed_during,subscribed_during
SES002741,VWR00939,STR0048,SM00753,2024-01-19 20:23:00,2024-01-19 21:21:00,58,3,0,False,False
SES002742,VWR00619,STR0003,SM00041,2024-01-02 01:06:00,2024-01-02 01:45:00,39,1,0,False,False
SES002743,VWR00744,STR0010,SM00155,2024-01-05 13:00:00,2024-01-05 15:56:00,176,13,0,False,False
SES002744,VWR00984,STR0038,SM00612,2024-01-30 13:43:00,2024-01-30 15:07:00,84,4,0,False,False
SES002745,VWR00949,STR0070,SM01112,2024-02-08 17:14:00,2024-02-08 19:06:00,112,10,6548,False,False
SES002746,VWR00937,STR0008,SM00128,2024-02-07 21:04:00,2024-02-07 21:13:00,9,0,4707,False,False
SES002747,VWR00693,STR0003,SM00048,2024-03-14 23:21:00,2024-03-14 23:51:00,30,3,0,False,False
SES002748,VWR00999,STR0055,SM00862,2024-03-22 16:24:00,2024-03-22 16:46:00,22,0,0,False,False
SES002749,VWR00737,STR0055,SM00858,2024-03-01 22:15:00,2024-03-01 22:28:00,13,0,0,False,False
SES002750,VWR00616,STR0057,SM00895,2024-02-25 23:22:00,2024-02-25 23:38:00,16,3,0,False,False
SES002751,VWR00611,STR0038,SM00607,2024-01-31 16:04:00,2024-01-31 16:48:00,44,0,0,False,False
SES002752,VWR00995,STR0007,SM00103,2024-01-20 21:05:00,2024-01-20 22:12:00,67,6,6590,False,False
SES002753,VWR00929,STR0052,SM00814,2024-03-23 09:51:00,2024-03-23 10:00:00,9,0,0,False,False
SES002754,VWR00945,STR0010,SM00159,2024-03-01 16:12:00,2024-03-01 16:42:00,30,0,0,False,False
SES002755,VWR00519,STR0072,SM01136,2024-02-16 21:30:00,2024-02-16 22:29:00,59,4,0,False,False
SES002756,VWR00859,STR0015,SM00237,2024-02-16 10:59:00,2024-02-16 11:22:00,23,4,0,False,False
SES002757,VWR00912,STR0038,SM00604,2024-01-30 14:53:00,2024-01-30 15:29:00,36,2,0,False,False
SES002758,VWR00447,STR0029,SM00465,2024-03-16 17:42:00,2024-03-16 18:56:00,74,4,0,False,False
SES002759,VWR00791,STR0031,SM00490,2024-02-12 18:06:00,2024-02-12 18:09:00,3,0,0,False,False
SES002760,VWR00946,STR0013,SM00201,2024-03-04 10:38:00,2024-03-04 12:45:00,127,6,0,False,False
SES002761,VWR00718,STR0058,SM00903,2024-02-13 15:03:00,2024-02-13 16:12:00,69,13,0,False,False
SES002762,VWR00880,STR0039,SM00629,2024-01-27 18:19:00,2024-01-27 18:52:00,33,1,0,False,False
SES002763,VWR00051,STR0031,SM00494,2024-03-27 17:08:00,2024-03-27 17:18:00,10,0,0,False,False
SES002764,VWR00535,STR0013,SM00202,2024-03-08 00:34:00,2024-03-08 01:10:00,36,3,0,False,False
SES002765,VWR00478,STR0017,SM00266,2024-03-26 21:32:00,2024-03-26 21:40:00,8,0,0,False,False
SES002766,VWR00669,STR0014,SM00207,2024-02-25 11:02:00,2024-02-25 11:24:00,22,0,0,False,False
SES002767,VWR00964,STR0028,SM00452,2024-02-25 12:49:00,2024-02-25 13:26:00,37,2,0,True,False
SES002768,VWR00864,STR0006,SM00099,2024-01-12 18:25:00,2024-01-12 19:37:00,72,0,0,False,False
SES002769,VWR00937,STR0064,SM01003,2024-01-18 13:42:00,2024-01-18 17:56:00,254,48,0,False,True
SES002770,VWR00678,STR0015,SM00221,2024-02-15 09:40:00,2024-02-15 10:26:00,46,7,0,False,False
SES002771,VWR00523,STR0062,SM00968,2024-03-07 17:54:00,2024-03-07 18:12:00,18,0,0,False,False
SES002772,VWR00694,STR0041,SM00643,2024-03-21 23:22:00,2024-03-22 00:16:00,54,1,0,False,False
SES002773,VWR00442,STR0063,SM00987,2024-03-21 15:46:00,2024-03-21 15:54:00,8,0,0,False,False
SES002774,VWR00530,STR0047,SM00731,2024-02-05 15:45:00,2024-02-05 16:01:00,16,1,0,False,False
SES002775,VWR00669,STR0051,SM00795,2024-03-06 13:10:00,2024-03-06 13:53:00,43,1,0,True,False
SES002776,VWR00577,STR0050,SM00787,2024-02-06 19:13:00,2024-02-06 20:20:00,67,2,0,False,False
SES002777,VWR00704,STR0036,SM00585,2024-03-10 21:34:00,2024-03-10 22:00:00,26,2,0,False,False
SES002778,VWR00731,STR0072,SM01138,2024-03-27 21:56:00,2024-03-27 22:39:00,43,6,0,False,False
SES002779,VWR00916,STR0025,SM00393,2024-01-03 15:06:00,2024-01-03 17:50:00,164,28,0,False,False
SES002780,VWR00416,STR0043,SM00689,2024-02-01 10:31:00,2024-02-01 12:29:00,118,3,0,False,False
SES002781,VWR00936,STR0012,SM00185,2024-01-01 17:38:00,2024-01-01 17:41:00,3,0,0,False,False
SES002782,VWR00544,STR0023,SM00354,2024-02-24 00:26:00,2024-02-24 00:29:00,3,0,0,False,False
SES002783,VWR00814,STR0071,SM01115,2024-01-23 23:10:00,2024-01-23 23:41:00,31,2,0,False,False
SES002784,VWR00209,STR0003,SM00049,2024-02-02 11:50:00,2024-02-02 13:24:00,94,42,5568,False,False
SES002785,VWR00860,STR0026,SM00408,2024-03-13 11:07:00,2024-03-13 12:25:00,78,1,0,False,False
SES002786,VWR00996,STR0052,SM00819,2024-03-19 10:58:00,2024-03-19 11:37:00,39,7,0,False,False
SES002787,VWR00739,STR0028,SM00453,2024-02-15 19:43:00,2024-02-15 20:12:00,29,2,0,False,False
SES002788,VWR00967,STR0051,SM00806,2024-03-20 22:55:00,2024-03-20 23:42:00,47,14,0,False,False
SES002789,VWR00592,STR0040,SM00640,2024-03-04 20:30:00,2024-03-04 21:39:00,69,11,0,False,False
SES002790,VWR00422,STR0073,SM01156,2024-02-12 00:33:00,2024-02-12 01:42:00,69,3,0,False,False
SES002791,VWR00986,STR0018,SM00273,2024-01-12 21:29:00,2024-01-12 22:44:00,75,18,0,False,False
SES002792,VWR00913,STR0045,SM00718,2024-01-21 17:09:00,2024-01-21 18:36:00,87,1,0,False,False
SES002793,VWR00722,STR0059,SM00922,2024-01-10 19:39:00,2024-01-10 21:19:00,100,4,0,False,False
SES002794,VWR00928,STR0061,SM00957,2024-02-05 14:52:00,2024-02-05 14:57:00,5,0,0,False,False
SES002795,VWR00926,STR0037,SM00593,2024-02-14 23:06:00,2024-02-15 02:32:00,206,7,0,False,False
SES002796,VWR00899,STR0041,SM00645,2024-03-23 18:36:00,2024-03-23 20:01:00,85,1,0,False,False
SES002797,VWR00633,STR0068,SM01079,2024-02-06 21:23:00,2024-02-06 22:16:00,53,0,0,False,False
SES002798,VWR00991,STR0012,SM00190,2024-02-13 10:16:00,2024-02-13 10:46:00,30,1,0,False,False
SES002799,VWR00157,STR0042,SM00660,2024-01-13 12:33:00,2024-01-13 15:56:00,203,6,9399,False,True
SES002800,VWR00780,STR0037,SM00595,2024-01-29 14:34:00,2024-01-29 15:15:00,41,0,0,False,False
SES002801,VWR00812,STR0027,SM00437,2024-02-09 20:51:00,2024-02-09 20:53:00,2,0,0,False,False
SES002802,VWR00870,STR0053,SM00840,2024-03-11 19:52:00,2024-03-11 19:59:00,7,0,0,True,False
SES002803,VWR00934,STR0036,SM00576,2024-03-15 08:54:00,2024-03-15 08:58:00,4,0,0,False,False
SES002804,VWR00385,STR0019,SM00291,2024-02-26 10:47:00,2024-02-26 10:55:00,8,0,0,False,False
SES002805,VWR00433,STR0018,SM00281,2024-02-01 00:27:00,2024-02-01 01:42:00,75,11,0,False,False
SES002806,VWR00623,STR0032,SM00509,2024-01-31 14:01:00,2024-01-31 14:49:00,48,0,0,False,False
SES002807,VWR00953,STR0075,SM01188,2024-02-25 20:10:00,2024-02-25 21:06:00,56,1,0,False,False
SES002808,VWR00983,STR0007,SM00108,2024-01-14 16:34:00,2024-01-14 16:41:00,7,0,0,False,False
SES002809,VWR00667,STR0044,SM00701,2024-03-08 14:48:00,2024-03-08 14:50:00,2,0,0,False,False
SES002810,VWR00876,STR0030,SM00486,2024-01-30 21:29:00,2024-01-30 21:35:00,6,0,0,False,False
SES002811,VWR00965,STR0017,SM00261,2024-03-05 14:01:00,2024-03-05 15:29:00,88,0,0,False,False
SES002812,VWR00842,STR0043,SM00684,2024-03-26 16:09:00,2024-03-26 16:11:00,2,0,0,False,False
SES002813,VWR00998,STR0056,SM00884,2024-03-29 10:26:00,2024-03-29 10:49:00,23,0,0,False,False
SES002814,VWR00722,STR0020,SM00309,2024-01-20 17:38:00,2024-01-20 20:30:00,172,17,0,True,False
SES002815,VWR00984,STR0055,SM00870,2024-01-29 23:15:00,2024-01-29 23:58:00,43,1,0,False,False
SES002816,VWR00995,STR0069,SM01089,2024-03-04 08:07:00,2024-03-04 08:45:00,38,4,0,False,False
SES002817,VWR00958,STR0054,SM99022,2024-02-05 23:11:00,2024-02-05 23:31:00,20,0,4492,True,True
SES002818,VWR00821,STR0070,SM01107,2024-01-09 20:45:00,2024-01-09 21:44:00,59,0,0,True,False
SES002819,VWR00952,STR0013,SM00196,2024-03-17 14:44:00,2024-03-17 15:05:00,21,0,0,False,False
SES002820,VWR00851,STR0025,SM00395,2024-03-07 17:15:00,2024-03-07 17:49:00,34,0,0,False,False
SES002821,VWR00661,STR0053,SM00831,2024-02-23 17:31:00,2024-02-23 18:14:00,43,0,0,False,False
SES002822,VWR00822,STR0023,SM00356,2024-03-29 19:47:00,2024-03-29 20:52:00,65,7,0,False,False
SES002823,VWR00608,STR0056,SM00878,2024-01-13 10:57:00,2024-01-13 11:31:00,34,1,0,False,False
SES002824,VWR00971,STR0062,SM00975,2024-01-05 23:16:00,2024-01-06 00:17:00,61,10,0,False,False
SES002825,VWR00926,STR0065,SM01018,2024-02-08 19:22:00,2024-02-08 19:41:00,19,0,0,False,False
SES002826,VWR00540,STR0007,SM00105,2024-02-18 21:21:00,2024-02-18 22:37:00,76,7,0,False,False
SES002827,VWR00682,STR0053,SM00839,2024-01-19 21:51:00,2024-01-19 22:06:00,15,2,0,False,False
SES002828,VWR00985,STR0061,SM00959,2024-02-03 16:32:00,2024-02-03 18:36:00,124,12,0,False,False
SES002829,VWR00435,STR0038,SM00614,2024-01-27 16:11:00,2024-01-27 19:02:00,171,1,0,False,False
SES002830,VWR00915,STR0052,SM00809,2024-01-26 20:13:00,2024-01-26 21:38:00,85,7,0,False,False
SES002831,VWR00869,STR0044,SM00701,2024-03-08 13:55:00,2024-03-08 14:42:00,47,4,0,False,False
SES002832,VWR00995,STR0019,SM00287,2024-01-04 17:36:00,2024-01-04 17:45:00,9,0,0,False,False
SES002833,VWR00305,STR0072,SM01138,2024-03-27 18:58:00,2024-03-27 20:04:00,66,3,7275,False,True
SES002834,VWR00628,STR0023,SM00358,2024-03-16 11:35:00,2024-03-16 11:59:00,24,5,0,False,False
SES002835,VWR00917,STR0043,SM00687,2024-01-23 10:12:00,2024-01-23 10:47:00,35,1,0,False,False
SES002836,VWR00998,STR0026,SM00417,2024-03-19 18:04:00,2024-03-19 19:54:00,110,2,0,False,False
SES002837,VWR00996,STR0023,SM00357,2024-01-12 14:21:00,2024-01-12 14:32:00,11,0,0,False,False
SES002838,VWR00982,STR0067,SM01053,2024-02-10 17:40:00,2024-02-10 20:12:00,152,40,0,False,False
SES002839,VWR00551,STR0053,SM00834,2024-01-23 20:13:00,2024-01-23 18:21:00,112,10,0,False,False
SES002840,VWR00852,STR0075,SM01190,2024-02-24 10:00:00,2024-02-24 11:55:00,115,9,0,False,False
SES002841,VWR00980,STR0066,SM01041,2024-01-23 22:07:00,2024-01-23 23:40:00,93,11,0,False,False
SES002842,VWR00770,STR0041,SM00657,2024-03-08 13:30:00,2024-03-08 14:29:00,59,2,0,False,False
SES002843,VWR00841,STR0012,SM00189,2024-03-02 13:22:00,2024-03-02 14:45:00,83,3,0,False,False
SES002844,VWR00427,STR0053,SM00833,2024-02-27 13:19:00,2024-02-27 16:42:00,203,23,0,False,False
SES002845,VWR00857,STR0053,SM00833,2024-02-27 14:14:00,2024-02-27 16:50:00,156,13,0,False,False
SES002846,VWR00693,STR0014,SM00214,2024-02-08 14:38:00,2024-02-08 15:41:00,63,1,0,False,False
SES002847,VWR00951,STR0069,SM01100,2024-01-15 00:22:00,2024-01-15 00:24:00,2,0,0,False,False
SES002848,VWR00993,STR0017,SM00261,2024-03-05 17:45:00,2024-03-05 17:55:00,10,0,0,False,False
SES002849,VWR00895,STR0076,SM01193,2024-02-12 11:28:00,2024-02-12 18:51:00,443,14,0,False,False
SES002850,VWR00936,STR0001,SM00001,2024-02-14 20:54:00,2024-02-14 20:56:00,2,0,0,False,False
SES002851,VWR00609,STR0010,SM00158,2024-01-22 20:05:00,2024-01-22 20:38:00,33,2,952,False,False
SES002852,VWR00968,STR0010,SM00153,2024-01-08 12:37:00,2024-01-08 15:05:00,148,6,0,False,False
SES002853,VWR00964,STR0036,SM00590,2024-01-05 14:14:00,2024-01-05 15:53:00,99,26,0,True,False
SES002854,VWR00618,STR0043,SM00688,2024-01-14 09:08:00,2024-01-14 10:18:00,70,3,0,False,False
SES002855,VWR00907,STR0018,SM00285,2024-01-24 15:56:00,2024-01-24 16:27:00,31,2,0,False,False
SES002856,VWR00924,STR0015,SM00226,2024-02-03 13:18:00,2024-02-03 14:56:00,98,16,6152,False,False
SES002857,VWR00669,STR0050,SM00783,2024-03-14 16:46:00,2024-03-14 18:47:00,121,2,0,False,False
SES002858,VWR00925,STR0059,SM00919,2024-01-08 11:44:00,2024-01-08 13:03:00,79,7,0,False,False
SES002859,VWR00916,STR0040,SM00640,2024-03-04 21:41:00,2024-03-04 21:45:00,4,0,9933,False,False
SES002860,VWR00064,STR0008,SM00130,2024-03-16 14:34:00,2024-03-16 14:51:00,17,6,0,False,False
SES002861,VWR00340,STR0035,SM00563,2024-01-30 18:10:00,2024-01-30 18:20:00,10,0,0,False,False
SES002862,VWR00900,STR0012,SM00188,2024-01-21 13:40:00,2024-01-21 14:12:00,32,4,0,False,False
SES002863,VWR00771,STR0067,SM01051,2024-01-02 12:35:00,2024-01-02 13:17:00,42,2,0,False,False
SES002864,VWR00883,STR0038,SM00606,2024-02-25 10:10:00,2024-02-25 10:19:00,9,0,0,False,False
SES002865,VWR00925,STR0072,SM01135,2024-01-30 12:02:00,2024-01-30 14:57:00,175,1,0,False,False
SES002866,VWR00616,STR0013,SM00197,2024-03-29 00:05:00,2024-03-29 00:35:00,30,9,0,False,False
SES002867,VWR00531,STR0035,SM00568,2024-02-21 13:33:00,2024-02-21 15:24:00,111,34,0,False,False
SES002868,VWR00971,STR0076,SM01197,2024-01-01 20:39:00,2024-01-01 20:41:00,2,0,0,False,True
SES002869,VWR00944,STR0030,SM00479,2024-02-01 11:48:00,2024-02-01 12:21:00,33,2,0,False,False
SES002870,VWR00932,STR0006,SM00093,2024-01-22 15:17:00,2024-01-22 17:09:00,112,13,0,False,False
SES002871,VWR00811,STR0042,SM00669,2024-02-22 13:50:00,2024-02-22 17:26:00,216,16,0,False,False
SES002872,VWR00623,STR0021,SM00325,2024-03-21 11:18:00,2024-03-21 11:22:00,4,0,0,False,False
SES002873,VWR00965,STR0075,SM01186,2024-01-04 20:47:00,2024-01-04 20:55:00,8,1,0,False,False
SES002874,VWR01000,STR0060,SM00936,2024-02-28 12:43:00,2024-02-28 12:54:00,11,1,0,False,False
SES002875,VWR00870,STR0003,SM00043,2024-02-29 10:59:00,2024-02-29 12:44:00,105,3,0,False,False
SES002876,VWR00878,STR0043,SM00677,2024-01-15 14:08:00,2024-01-15 14:42:00,34,6,0,False,False
SES002877,VWR00901,STR0075,SM01187,2024-02-22 18:55:00,2024-02-22 19:21:00,26,2,0,False,False
SES002878,VWR00516,STR0018,SM00270,2024-01-30 20:13:00,2024-01-30 21:07:00,54,4,0,False,False
SES002879,VWR00030,STR0045,SM00720,2024-01-22 22:03:00,2024-01-22 22:35:00,32,0,102,False,False
SES002880,VWR00941,STR0048,SM00739,2024-01-04 00:05:00,2024-01-04 00:41:00,36,0,0,False,False
SES002881,VWR00957,STR0023,SM00364,2024-02-06 16:12:00,2024-02-06 17:22:00,70,6,9840,False,False
SES002882,VWR00941,STR0018,SM00270,2024-01-30 19:13:00,2024-01-30 20:02:00,49,3,0,False,False
SES002883,VWR00731,STR0023,SM00361,2024-03-12 17:07:00,2024-03-12 17:42:00,35,2,0,False,False
SES002884,VWR00926,STR0030,SM00488,2024-03-30 11:26:00,2024-03-30 13:43:00,137,35,0,False,False
SES002885,VWR00510,STR0056,SM00885,2024-03-12 22:24:00,2024-03-12 23:07:00,43,3,5237,False,False
SES002886,VWR00725,STR0059,SM00926,2024-02-13 16:35:00,2024-02-13 17:10:00,35,0,0,False,False
SES002887,VWR00321,STR0042,SM00660,2024-01-13 14:56:00,2024-01-13 15:29:00,33,1,0,False,False
SES002888,VWR00447,STR0052,SM00821,2024-01-06 22:18:00,2024-01-06 23:35:00,77,5,0,False,False
SES002889,VWR00748,STR0027,SM00424,2024-02-24 18:46:00,2024-02-24 18:53:00,7,0,0,False,False
SES002890,VWR00863,STR0047,SM00738,2024-03-29 15:07:00,2024-03-29 15:23:00,16,0,0,False,False
SES002891,VWR00750,STR0015,SM00223,2024-03-24 23:52:00,2024-03-24 23:54:00,2,0,0,False,False
SES002892,VWR00904,STR0048,SM00742,2024-02-01 11:59:00,2024-02-01 13:31:00,92,29,0,False,False
SES002893,VWR00833,STR0014,SM00213,2024-02-17 02:14:00,2024-02-17 02:26:00,12,0,0,False,False
SES002894,VWR00869,STR0001,SM00012,2024-02-22 20:00:00,2024-02-22 23:36:00,216,49,0,False,False
SES002895,VWR00908,STR0041,SM00655,2024-02-25 18:26:00,2024-02-25 18:29:00,3,0,0,False,False
SES002896,VWR00760,STR0050,SM00779,2024-02-03 20:26:00,2024-02-03 21:52:00,86,14,0,False,False
SES002897,VWR00949,STR0036,SM00584,2024-01-04 12:35:00,2024-01-04 12:44:00,9,0,0,False,False
SES002898,VWR00633,STR0007,SM00103,2024-01-20 22:29:00,2024-01-21 01:48:00,199,5,0,False,False
SES002899,VWR00882,STR0070,SM01106,2024-03-16 13:18:00,2024-03-16 13:46:00,28,2,0,False,False
SES002900,VWR00772,STR0054,SM00856,2024-01-26 14:15:00,2024-01-26 14:28:00,13,0,0,False,False
SES002901,VWR00750,STR0068,SM01084,2024-01-17 15:52:00,2024-01-17 15:57:00,5,0,0,False,False
SES002902,VWR00998,STR0076,SM01196,2024-03-20 19:29:00,2024-03-20 20:40:00,71,6,0,False,True
SES002903,VWR00904,STR0034,SM00546,2024-02-18 16:38:00,2024-02-18 16:44:00,6,0,0,False,False
SES002904,VWR00933,STR0026,SM00415,2024-01-28 20:02:00,2024-01-28 20:51:00,49,4,2486,False,True
SES002905,VWR00865,STR0059,SM00918,2024-01-21 09:35:00,2024-01-21 11:09:00,94,13,0,False,False
SES002906,VWR00639,STR0013,SM00192,2024-01-01 21:57:00,2024-01-01 22:21:00,24,2,0,False,False
SES002907,VWR00920,STR0012,SM00185,2024-01-01 13:18:00,2024-01-01 16:25:00,187,3,0,False,False
SES002908,VWR00995,STR0020,SM00311,2024-03-15 15:44:00,2024-03-15 15:49:00,5,0,0,False,False
SES002909,VWR00888,STR0014,SM00212,2024-01-26 02:09:00,2024-01-26 02:14:00,5,0,0,True,False
SES002910,VWR00861,STR0063,SM00989,2024-01-05 23:47:00,2024-01-05 23:55:00,8,0,0,False,False
SES002911,VWR00873,STR0005,SM00073,2024-03-30 23:44:00,2024-03-31 01:20:00,96,2,0,False,False
SES002912,VWR00946,STR0045,SM00709,2024-02-27 21:14:00,2024-02-27 21:27:00,13,1,0,False,False
SES002913,VWR00419,STR0003,SM00045,2024-03-08 18:15:00,2024-03-08 18:59:00,44,1,0,False,False
SES002914,VWR00891,STR0014,SM00212,2024-01-26 02:15:00,2024-01-26 02:55:00,40,12,0,False,False
SES002915,VWR00863,STR0074,SM01173,2024-01-24 20:10:00,2024-01-24 20:19:00,9,0,0,False,False
SES002916,VWR00922,STR0008,SM00122,2024-03-22 12:53:00,2024-03-22 12:59:00,6,0,0,False,True
SES002917,VWR00655,STR0012,SM00181,2024-01-23 18:22:00,2024-01-23 18:41:00,19,1,0,False,False
SES002918,VWR00641,STR0008,SM00129,2024-03-16 21:04:00,2024-03-16 21:37:00,33,8,0,False,True
SES002919,VWR00263,STR0049,SM00762,2024-01-24 16:27:00,2024-01-24 16:55:00,28,1,0,False,False
SES002920,VWR00945,STR0002,SM00028,2024-02-06 14:16:00,2024-02-06 14:57:00,41,1,0,False,False
SES002921,VWR00959,STR0029,SM00464,2024-01-05 18:07:00,2024-01-05 18:29:00,22,1,0,False,False
SES002922,VWR00237,STR0002,SM00017,2024-02-16 20:54:00,2024-02-16 21:23:00,29,2,0,False,False
SES002923,VWR00899,STR0041,SM00654,2024-01-24 13:24:00,2024-01-24 13:39:00,15,0,0,False,False
SES002924,VWR00469,STR0003,SM00039,2024-03-27 22:08:00,2024-03-27 22:19:00,11,0,0,False,False
SES002925,VWR00266,STR0013,SM00193,2024-03-04 18:02:00,2024-03-04 18:28:00,26,1,0,False,False
SES002926,VWR00880,STR0001,SM00011,2024-01-17 12:48:00,2024-01-17 13:09:00,21,0,0,False,False
SES002927,VWR00553,STR0069,SM01096,2024-03-26 18:34:00,2024-03-26 19:48:00,74,0,0,False,False
SES002928,VWR00614,STR0028,SM00444,2024-02-16 15:10:00,2024-02-16 16:00:00,50,0,0,False,False
SES002929,VWR00507,STR0023,SM00354,2024-02-23 23:16:00,2024-02-24 00:55:00,99,2,0,False,False
SES002930,VWR00676,STR0074,SM01168,2024-01-06 14:09:00,2024-01-06 15:37:00,88,10,7263,False,False
SES002931,VWR00933,STR0051,SM00797,2024-01-28 12:16:00,2024-01-28 14:14:00,118,10,0,False,False
SES002932,VWR00864,STR0010,SM00151,2024-03-10 23:52:00,2024-03-11 04:06:00,254,16,0,False,False
SES002933,VWR00561,STR0001,SM00011,2024-01-17 12:21:00,2024-01-17 12:23:00,2,0,7591,False,False
SES002934,VWR00604,STR0070,SM01103,2024-02-22 11:23:00,2024-02-22 12:28:00,65,1,0,False,False
SES002935,VWR00937,STR0027,SM00432,2024-03-10 16:21:00,2024-03-10 20:24:00,243,23,0,False,False
SES002936,VWR00984,STR0013,SM00194,2024-02-23 19:11:00,2024-02-23 19:13:00,2,0,0,False,False
SES002937,VWR00571,STR0017,SM00263,2024-01-09 21:35:00,2024-01-09 22:33:00,58,0,0,False,False
SES002938,VWR00543,STR0042,SM00661,2024-01-18 19:53:00,2024-01-18 20:58:00,65,22,0,False,False
SES002939,VWR00896,STR0039,SM00631,2024-01-14 13:22:00,2024-01-14 13:58:00,36,5,0,False,False
SES002940,VWR00658,STR0002,SM00033,2024-01-13 22:14:00,2024-01-13 23:53:00,99,1,0,False,False
SES002941,VWR00692,STR0005,SM00078,2024-01-11 20:35:00,2024-01-11 21:51:00,76,7,0,False,False
SES002942,VWR00805,STR0013,SM00195,2024-02-17 17:03:00,2024-02-17 18:31:00,88,1,0,False,False
SES002943,VWR00454,STR0009,SM00140,2024-02-17 15:01:00,2024-02-17 16:18:00,77,1,0,False,False
SES002944,VWR00750,STR0019,SM00289,2024-02-10 22:30:00,2024-02-11 00:08:00,98,1,0,False,False
SES002945,VWR00421,STR0052,SM00815,2024-02-18 14:04:00,2024-02-18 14:31:00,27,0,0,False,False
SES002946,VWR00695,STR0068,SM01081,2024-02-03 16:29:00,2024-02-03 19:37:00,188,0,0,False,False
SES002947,VWR00839,STR0034,SM00543,2024-01-11 13:13:00,2024-01-11 15:57:00,164,3,0,False,False
SES002948,VWR00956,STR0023,SM00364,2024-02-06 13:16:00,2024-02-06 13:24:00,8,0,0,False,False
SES002949,VWR00970,STR0013,SM00193,2024-03-04 19:00:00,2024-03-04 19:28:00,28,6,0,False,False
SES002950,VWR00974,STR0006,SM00096,2024-03-27 11:48:00,2024-03-27 11:58:00,10,0,0,False,False
SES002951,VWR00935,STR0045,SM00712,2024-03-01 17:12:00,2024-03-01 18:51:00,99,8,0,False,False
SES002952,VWR00965,STR0069,SM01100,2024-01-14 23:22:00,2024-01-15 00:29:00,67,6,0,False,False
SES002953,VWR00855,STR0063,SM00994,2024-03-20 12:19:00,2024-03-20 12:41:00,22,0,0,False,False
SES002954,VWR00855,STR0044,SM00698,2024-01-10 21:41:00,2024-01-10 22:03:00,22,0,0,False,False
SES002955,VWR00936,STR0076,SM01195,2024-01-31 20:13:00,2024-01-31 21:25:00,72,7,0,False,False
SES002956,VWR00765,STR0034,SM00549,2024-02-05 19:08:00,2024-02-05 20:53:00,105,21,239,False,False
SES002957,VWR00501,STR0066,SM01030,2024-03-12 01:32:00,2024-03-12 01:55:00,23,1,0,False,False
SES002958,VWR00365,STR0021,SM00329,2024-01-03 22:33:00,2024-01-03 22:49:00,16,0,0,False,False
SES002959,VWR00714,STR0046,SM00729,2024-02-05 22:33:00,2024-02-05 22:52:00,19,0,0,False,False
SES002960,VWR00967,STR0006,SM00095,2024-01-01 13:46:00,2024-01-01 13:52:00,6,0,0,True,False
SES002961,VWR00981,STR0046,SM00723,2024-03-05 21:44:00,2024-03-05 23:57:00,133,43,0,False,False
SES002962,VWR00882,STR0069,SM01087,2024-01-23 19:46:00,2024-01-23 20:23:00,37,3,0,False,False
SES002963,VWR00182,STR0038,SM00607,2024-01-31 16:01:00,2024-01-31 17:00:00,59,0,0,False,False
SES002964,VWR00624,STR0020,SM00308,2024-02-18 20:47:00,2024-02-18 21:48:00,4,1103,3885,False,False
SES002965,VWR00985,STR0067,SM01053,2024-02-10 18:44:00,2024-02-10 20:39:00,115,5,0,False,False
SES002966,VWR00491,STR0016,SM00252,2024-03-28 14:31:00,2024-03-28 15:56:00,85,1,0,False,False
SES002967,VWR00745,STR0062,SM00972,2024-02-17 17:22:00,2024-02-17 19:07:00,105,6,0,False,False
SES002968,VWR00754,STR0065,SM01013,2024-01-23 14:32:00,2024-01-23 15:55:00,83,6,0,False,False
SES002969,VWR00423,STR0027,SM00423,2024-01-15 14:14:00,2024-01-15 14:17:00,3,0,0,False,False
SES002970,VWR00894,STR0038,SM00612,2024-01-30 15:14:00,2024-01-30 15:34:00,20,0,0,False,False
SES002971,VWR00978,STR0054,SM00845,2024-03-27 09:20:00,2024-03-27 11:10:00,110,19,0,False,False
SES002972,VWR00761,STR0061,SM00945,2024-02-01 16:32:00,2024-02-01 16:51:00,19,2,8971,False,False
SES002973,VWR00900,STR0055,SM00862,2024-03-22 17:02:00,2024-03-22 17:19:00,17,2,5496,False,False
SES002974,VWR00513,STR0048,SM00749,2024-02-19 10:21:00,2024-02-19 10:23:00,2,0,0,False,False
SES002975,VWR00871,STR0010,SM00150,2024-02-27 14:10:00,2024-02-27 14:59:00,49,3,0,False,False
SES002976,VWR00877,STR0041,SM00645,2024-03-23 18:09:00,2024-03-23 18:34:00,25,0,0,False,False
SES002977,VWR00949,STR0009,SM00134,2024-01-08 13:01:00,2024-01-08 13:41:00,40,0,0,False,False
SES002978,VWR00959,STR0053,SM00835,2024-03-05 18:05:00,2024-03-05 18:28:00,23,3,0,False,False
SES002979,VWR00239,STR0007,SM00113,2024-02-12 15:36:00,2024-02-12 16:55:00,79,1,0,False,False
SES002980,VWR00520,STR0020,SM00315,2024-03-07 10:05:00,2024-03-07 10:48:00,43,8,0,False,True
SES002981,VWR00539,STR0075,SM01188,2024-02-25 20:10:00,2024-02-25 23:42:00,212,76,0,False,False
SES002982,VWR00670,STR0001,SM00013,2024-02-10 13:04:00,2024-02-10 15:44:00,160,0,0,False,True
SES002983,VWR00935,STR0068,SM01073,2024-01-01 10:24:00,2024-01-01 10:41:00,17,2,0,False,False
SES002984,VWR00784,STR0015,SM00234,2024-03-29 20:56:00,2024-03-29 23:53:00,177,2,0,False,False
